Order Number,Order Date,Sales Channel,Currency,Warehouse,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,name,county,state_code,state,type,latitude,longitude,population,households,median_income,Profit,Profit Margin (%)
SO - 0005831,2016-10-31,Export,USD,NXH382,5,268.0,1340.0,176.88,Aromaticos Company,Product 2,Redding,Shasta County,CA,California,City,40.58654,-122.39168,91582,35436,43341,1163.12,86.8
SO - 0006071,2016-10-31,Wholesale,USD,GUT930,8,2659.9,21279.2,2260.915,CLINIQUE Ltd,Product 2,Los Angeles,Los Angeles County,CA,California,City,34.05223,-118.24368,3971883,1342761,50205,19018.285,89.38
SO - 0009046,2016-10-31,Wholesale,USD,NXH382,12,214.4,2572.8,150.08,Kare Corp,Product 14,Berwyn,Cook County,IL,Illinois,City,41.85059,-87.79367,56368,18291,57355,2422.72,94.17
SO - 000537,2016-10-31,Distributor,USD,GUT930,8,2492.4,19939.2,1320.972,Snaptags Ltd,Product 28,Bristol (Township),Bucks County,PA,Pennsylvania,Township,40.12364,-74.86738,54086,19619,57678,18618.228,93.38
SO - 0002314,2016-10-31,Wholesale,USD,GUT930,5,6304.7,31523.5,2774.068,Voolia Ltd,Product 14,Santa Rosa,Sonoma County,CA,California,City,38.44047,-122.71443,174972,64088,61050,28749.432,91.2
SO - 0005895,2016-10-31,Distributor,USD,AXW291,8,5721.8,45774.4,4863.53,Snaptags Ltd,Product 15,Highlands Ranch,Douglas County,CO,Colorado,CDP,39.55388,-104.96943,101350,37157,108570,40910.87,89.38
SO - 0008178,2016-10-31,Wholesale,USD,NXH382,6,1139.0,6834.0,717.57,American Corp,Product 18,Augusta,Richmond County,GA,Georgia,Consolidated Government,33.36149,-82.075,201793,73917,39464,6116.43,89.5
SO - 0005339,2016-10-31,Wholesale,USD,NXH382,9,5460.5,49144.5,3767.745,Voolith Ltd,Product 5,North,Lake County,IN,Indiana,Township,41.61329,-87.47085,157105,58240,44334,45376.755,92.33
SO - 0005056,2016-10-31,Distributor,USD,AXW291,6,3892.7,23356.2,2802.744,Kaymbo Company,Product 25,Hoover,Shelby County/Jefferson County,AL,Alabama,City,33.37695,-86.80558,84848,32789,77146,20553.456,88.0
SO - 0002802,2016-10-31,Distributor,USD,AXW291,7,2559.4,17915.8,1612.422,BTA Corp,Product 25,Millcreek,Salt Lake County,UT,Utah,CDP,40.68689,-111.87549,63311,23686,57672,16303.378,91.0
SO - 000280,2016-10-31,Wholesale,USD,AXW291,9,1139.0,10251.0,933.98,Geiss Company,Product 17,Lakewood,Pierce County,WA,Washington,City,47.17176,-122.51846,59829,24140,44902,9317.02,90.89
SO - 0001810,2016-10-31,Export,USD,AXW291,10,1072.0,10720.0,889.76,Realpoint Corp,Product 4,St. John (Township),Lake County,IN,Indiana,Township,41.47812,-87.46166,67023,24681,76444,9830.24,91.7
SO - 0010127,2016-10-31,Wholesale,USD,GUT930,12,247.9,2974.8,153.698,Muxo Group,Product 15,San Marcos,San Diego County,CA,California,City,33.14337,-117.16614,92931,28738,57822,2821.102,94.83
SO - 000314,2016-10-31,Wholesale,USD,GUT930,6,1145.7,6874.2,538.479,Rochester Group,Product 23,Pembroke Pines,Broward County,FL,Florida,City,26.00315,-80.22394,166611,56171,61279,6335.721,92.17
SO - 0001770,2016-10-31,Export,USD,GUT930,5,897.8,4489.0,646.416,MEIJER Corp,Product 15,Millcreek,Salt Lake County,UT,Utah,CDP,40.68689,-111.87549,63311,23686,57672,3842.584,85.6
SO - 0002973,2016-10-31,Wholesale,USD,GUT930,11,1118.9,12307.9,749.663,Dynazzy Company,Product 26,Mesa,Maricopa County,AZ,Arizona,City,33.42227,-111.82264,471825,168914,48809,11558.237,93.91
SO - 0006875,2016-10-31,Export,USD,GUT930,9,783.9,7055.1,509.535,Tagfeed Ltd,Product 1,Irvington,Essex County,NJ,New Jersey,Township,40.72386,-74.23252,54580,20062,36782,6545.565,92.78
SO - 0009921,2016-10-31,Distributor,USD,AXW291,7,3484.0,24388.0,2717.52,Feednation Corp,Product 26,The Bronx,Bronx County,NY,New York,Borough,40.83722,-73.88611,1455444,523690,34299,21670.48,88.86
SO - 0004120,2016-10-31,Wholesale,USD,AXW291,9,757.1,6813.9,325.553,Vinte Group,Product 20,Medford,Jackson County,OR,Oregon,City,42.32652,-122.87559,79805,29751,41931,6488.347,95.22
SO - 0004857,2016-10-31,Export,USD,AXW291,10,180.9,1809.0,88.641,Zoomzone Corp,Product 6,Huntsville,Limestone County/Madison County,AL,Alabama,City,34.69901,-86.67298,190582,78554,48775,1720.359,95.1
SO - 0009611,2016-10-31,Distributor,USD,GUT930,6,2572.8,15436.8,1595.136,Remedy Ltd,Product 21,Centennial,Arapahoe County,CO,Colorado,City,39.57916,-104.87692,109741,38991,91941,13841.664,89.67
SO - 0007320,2016-10-31,Wholesale,USD,AXW291,5,1118.9,5594.5,794.419,Nexus Group,Product 18,Chico,Butte County,CA,California,City,39.72849,-121.83748,90316,34791,42342,4800.081,85.8
SO - 0002218,2016-10-31,Wholesale,USD,AXW291,6,931.3,5587.8,577.406,H Ltd,Product 23,Brooklyn,Kings County,NY,New York,Borough,40.62472,-73.95222,2636735,880727,32135,5010.394,89.67
SO - 0003108,2016-10-31,Export,USD,AXW291,6,1125.6,6753.6,529.032,Cantrell Company,Product 2,Scranton,Lackawanna County,PA,Pennsylvania,City,41.40897,-75.66241,77118,28946,37218,6224.568,92.17
SO - 0003540,2016-10-31,Export,USD,GUT930,5,1078.7,5393.5,528.563,Zoonoodle Ltd,Product 4,Aurora,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,359407,124031,53011,4864.937,90.2
SO - 0004304,2016-10-31,Export,USD,NXH382,6,1011.7,6070.2,455.265,Liberty Group,Product 26,Rockford,Winnebago County/Ogle County,IL,Illinois,City,42.25884,-89.06455,148278,58559,38716,5614.935,92.5
SO - 0005278,2016-10-31,Distributor,USD,GUT930,5,931.3,4656.5,689.162,Jaxbean Group,Product 6,Manchester,Hartford County,CT,Connecticut,Town,41.77524,-72.52443,58007,24141,63158,3967.338,85.2
SO - 0006158,2016-10-31,Wholesale,USD,FLR025,7,904.5,6331.5,524.61,Yodoo Ltd,Product 18,Orlando,Orange County,FL,Florida,City,28.53834,-81.37924,270934,105359,42318,5806.89,91.71
SO - 0007623,2016-10-31,Export,USD,GUT930,7,4006.6,28046.2,3165.214,Fatz Group,Product 13,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,63716,22665,63041,24880.986,88.71
SO - 0008035,2016-10-31,Wholesale,USD,AXW291,8,221.1,1768.8,159.192,Unit Ltd,Product 26,The Villages,Sumter County/Marion County,FL,Florida,CDP,28.89895,-81.99374,61046,36306,56672,1609.608,91.0
SO - 0001077,2016-10-31,Wholesale,USD,AXW291,8,3839.1,30712.8,2034.723,Devpoint Group,Product 25,Poway,San Diego County,CA,California,City,32.96282,-117.03586,50157,15832,95815,28678.077,93.38
SO - 0002511,2016-11-01,Wholesale,USD,GUT930,7,1165.8,8160.6,827.718,Gabvine Ltd,Product 13,Carmichael,Sacramento County,CA,California,CDP,38.61713,-121.32828,63314,26074,54322,7332.882,89.86
SO - 0008726,2016-11-01,Wholesale,USD,AXW291,9,1098.8,9889.2,922.992,Oozz Group,Product 4,Rapid City,Pennington County,SD,South Dakota,City,44.08054,-103.23101,73569,28721,46966,8966.208,90.67
SO - 0005943,2016-11-01,Export,USD,AXW291,7,696.8,4877.6,383.24,Flipbug Ltd,Product 28,Johns Creek,Fulton County,GA,Georgia,City,34.02893,-84.19858,83335,26583,105417,4494.36,92.14
SO - 0002013,2016-11-01,Export,USD,GUT930,6,897.8,5386.8,430.944,Divanoodle Ltd,Product 25,Midland,Martin County/Midland County,TX,Texas,City,32.02464,-102.11347,132950,43214,69173,4955.856,92.0
SO - 0008499,2016-11-01,Wholesale,USD,AXW291,9,1051.9,9467.1,557.507,Aveda Group,Product 8,Terre Haute,Vigo County,IN,Indiana,City,39.4667,-87.41391,60825,22261,31817,8909.593,94.11
SO - 0001276,2016-11-01,Distributor,USD,AXW291,5,1005.0,5025.0,683.4,Safecor Corp,Product 16,Wichita Falls,Wichita County,TX,Texas,City,33.91371,-98.49339,104710,37200,44543,4341.6,86.4
SO - 0009413,2016-11-01,Distributor,USD,GUT930,7,3845.8,26920.6,1538.32,SAFEWAY Ltd,Product 4,Dothan,Dale County/Houston County/Henry County,AL,Alabama,City,31.2337,-85.40682,68567,25913,42426,25382.28,94.29
SO - 0006148,2016-11-01,Wholesale,USD,GUT930,12,1051.9,12622.8,546.988,Skyvu Group,Product 11,La Mesa,San Diego County,CA,California,City,32.76778,-117.02306,60089,23785,54667,12075.812,95.67
SO - 0001487,2016-11-01,Distributor,USD,AXW291,12,1031.8,12381.6,815.122,Dazzlesphe Corp,Product 18,Chapel Hill,Durham County/Orange County,NC,North Carolina,Town,35.92812,-79.03742,59568,20335,62208,11566.478,93.42
SO - 0006975,2016-11-01,Wholesale,USD,GUT930,12,683.4,8200.8,492.048,Geiss Company,Product 17,Melbourne,Brevard County,FL,Florida,City,28.08363,-80.60811,80127,33619,40219,7708.752,94.0
SO - 0010712,2016-11-01,Distributor,USD,GUT930,9,951.4,8562.6,704.036,WOONSOCKET Corp,Product 26,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,82000,33717,44641,7858.564,91.78
SO - 0007903,2016-11-01,Wholesale,USD,FLR025,12,2680.0,32160.0,1474.0,WOONSOCKET Corp,Product 2,Compton,Los Angeles County,CA,California,City,33.89585,-118.22007,98462,23551,43507,30686.0,95.42
SO - 0001885,2016-11-01,Wholesale,USD,AXW291,8,3899.4,31195.2,3275.496,Zava Group,Product 13,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,60620,27457,45221,27919.704,89.5
SO - 0001920,2016-11-01,Wholesale,USD,FLR025,9,6224.3,56018.7,3112.15,Jayo Company,Product 15,Kissimmee,Osceola County,FL,Florida,City,28.29196,-81.40757,69152,20765,37487,52906.55,94.44
SO - 0002151,2016-11-01,Wholesale,USD,AXW291,9,1855.9,16703.1,1317.689,Kazu Corp,Product 11,Pike,Marion County,IN,Indiana,Township,39.87571,-86.26625,81408,31112,47149,15385.411,92.11
SO - 0003346,2016-11-01,Wholesale,USD,AXW291,5,1869.3,9346.5,1401.975,CLINIQUE Ltd,Product 9,Santa Rosa,Sonoma County,CA,California,City,38.44047,-122.71443,174972,64088,61050,7944.525,85.0
SO - 0005602,2016-11-01,Distributor,USD,AXW291,6,268.0,1608.0,174.2,Tekfly Group,Product 15,Yorba Linda,Orange County,CA,California,City,33.88863,-117.81311,67973,21912,117855,1433.8,89.17
SO - 0006168,2016-11-01,Wholesale,USD,AXW291,6,3946.3,23677.8,2525.632,Mylan Corp,Product 7,Compton,Los Angeles County,CA,California,City,33.89585,-118.22007,98462,23551,43507,21152.168,89.33
SO - 0007176,2016-11-01,Export,USD,AXW291,7,5125.5,35878.5,3792.87,Eidel Corp,Product 26,San Bernardino,San Bernardino County,CA,California,City,34.10834,-117.28977,216108,57580,37047,32085.63,89.43
SO - 0008858,2016-11-01,Distributor,USD,AXW291,8,757.1,6056.8,386.121,Twimbo Company,Product 30,Arlington,Arlington County,VA,Virginia,CDP,38.89039,-77.08414,220173,98441,105763,5670.679,93.62
SO - 0007464,2016-11-01,Wholesale,USD,NXH382,9,1078.7,9708.3,765.877,Quimm Company,Product 8,Oxnard,Ventura County,CA,California,City,34.1975,-119.17705,207254,50815,60621,8942.423,92.11
SO - 0007285,2016-11-01,Distributor,USD,NXH382,7,1172.5,8207.5,949.725,Alembic Ltd,Product 14,Bismarck,Burleigh County,ND,North Dakota,City,46.80833,-100.78374,71167,29716,58901,7257.775,88.43
SO - 0002468,2016-11-01,Wholesale,USD,GUT930,8,1983.2,15865.6,1348.576,Roberts Company,Product 5,Cicero,Cook County,IL,Illinois,Town,41.84559,-87.75394,83886,21721,41866,14517.024,91.5
SO - 0006084,2016-11-01,Wholesale,USD,AXW291,5,1742.0,8710.0,1463.28,Trunyx Ltd,Product 14,Jacksonville,Duval County,FL,Florida,City,30.33218,-81.65565,868031,318575,46764,7246.72,83.2
SO - 0006770,2016-11-01,Distributor,USD,AXW291,8,3175.8,25406.4,2540.64,Pfizer Corp,Product 25,Novi,Oakland County,MI,Michigan,City,42.48059,-83.47549,58723,23077,82587,22865.76,90.0
SO - 0003880,2016-11-01,Distributor,USD,GUT930,9,207.7,1869.3,157.852,Eire Corp,Product 10,Menifee,Riverside County,CA,California,City,33.72835,-117.14642,87174,27524,55985,1711.448,91.56
SO - 0005702,2016-11-01,Distributor,USD,GUT930,6,3912.8,23476.8,1839.016,Zoonoodle Ltd,Product 14,Athens,Clarke County,GA,Georgia,Unified Government,33.95219,-83.36715,123912,45389,39464,21637.784,92.17
SO - 0008049,2016-11-01,Export,USD,GUT930,10,3222.7,32227.0,1933.62,Pixoboo Corp,Product 14,Mount Prospect,Cook County,IL,Illinois,Village,42.06642,-87.93729,54747,20290,69520,30293.38,94.0
SO - 0009590,2016-11-01,Wholesale,USD,NXH382,7,3611.3,25279.1,2383.458,Army Group,Product 15,Garden Grove,Orange County,CA,California,City,33.77391,-117.94145,175393,46998,58449,22895.642,90.57
SO - 0010575,2016-11-01,Wholesale,USD,FLR025,6,1882.7,11296.2,1581.468,MEIJER Corp,Product 1,Conroe,Montgomery County,TX,Texas,City,30.31188,-95.45605,68602,22350,47680,9714.732,86.0
SO - 000246,2016-11-01,Wholesale,USD,AXW291,7,1072.0,7504.0,643.2,Actavis Company,Product 25,San Angelo,Tom Green County,TX,Texas,City,31.46377,-100.43704,100450,36409,44802,6860.8,91.43
SO - 000534,2016-11-01,Wholesale,USD,NXH382,11,241.2,2653.2,101.304,US Ltd,Product 13,Aspen Hill,Montgomery County,MD,Maryland,CDP,39.07955,-77.07303,51603,17010,83115,2551.896,96.18
SO - 0002675,2016-11-01,Wholesale,USD,AXW291,11,1795.6,19751.6,1023.492,Revitol Company,Product 17,Waukegan (Township),Lake County,IL,Illinois,Township,42.3748,-87.84882,90160,29109,40465,18728.108,94.82
SO - 0006547,2016-11-01,Distributor,USD,GUT930,11,1051.9,11570.9,557.507,Pacific Ltd,Product 3,Rocky Mount,Edgecombe County/Nash County,NC,North Carolina,City,35.96851,-77.80829,55806,22283,36088,11013.393,95.18
SO - 000924,2016-11-01,Wholesale,USD,GUT930,7,1145.7,8019.9,847.818,Chatterpoi Corp,Product 15,Rocklin,Placer County,CA,California,City,38.79073,-121.23578,61213,21208,80177,7172.082,89.43
SO - 0007934,2016-11-01,Wholesale,USD,GUT930,12,991.6,11899.2,614.792,Vinte Group,Product 13,Corpus Christi,Aransas County/Kleberg County/Nueces County/San Patricio County,TX,Texas,City,27.75425,-97.17339,324074,114817,50658,11284.408,94.83
SO - 0006691,2016-11-01,Wholesale,USD,AXW291,11,247.9,2726.9,146.261,Cantrell Company,Product 5,Brentwood,Contra Costa County,CA,California,City,37.93187,-121.69579,58968,17725,92589,2580.639,94.64
SO - 0004616,2016-11-01,Distributor,USD,NXH382,6,1092.1,6552.6,469.603,Wordtune Company,Product 15,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,102911,38114,109917,6082.997,92.83
SO - 0002544,2016-11-01,Wholesale,USD,NXH382,6,1239.5,7437.0,1028.785,NCS Group,Product 30,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.91782,-80.06503,108304,37597,39543,6408.215,86.17
SO - 0001926,2016-11-01,Distributor,USD,NXH382,9,1038.5,9346.5,882.725,Colgate-Pa Group,Product 14,South Gate,Los Angeles County,CA,California,City,33.95474,-118.21202,96401,23398,43552,8463.775,90.56
SO - 0005630,2016-11-01,Export,USD,GUT930,9,2237.8,20140.2,984.632,American Corp,Product 26,Cambridge,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,110402,43801,79416,19155.568,95.11
SO - 0010660,2016-11-01,Wholesale,USD,AXW291,11,5246.1,57707.1,3042.738,Brainspher Ltd,Product 28,St. Petersburg,Pinellas County,FL,Florida,City,27.77086,-82.67927,257083,105443,45748,54664.362,94.73
SO - 0009721,2016-11-01,Distributor,USD,AXW291,12,194.3,2331.6,110.751,Pacific Ltd,Product 15,Reading,Berks County,PA,Pennsylvania,City,40.33565,-75.92687,87879,30090,26784,2220.849,95.25
SO - 0008780,2016-11-01,Distributor,USD,GUT930,7,1085.4,7597.8,445.014,Terumo Corp,Product 22,Clifton,Passaic County,NJ,New Jersey,City,40.85843,-74.16376,86334,29065,67992,7152.786,94.14
SO - 0009584,2016-11-01,Wholesale,USD,NXH382,5,2572.8,12864.0,1569.408,Twitterbri Ltd,Product 1,Laredo,Webb County,TX,Texas,City,27.50641,-99.50754,255473,66308,39711,11294.592,87.8
SO - 0008064,2016-11-02,Wholesale,USD,NXH382,9,944.7,8502.3,689.631,Zoovu Corp,Product 3,Tamarac,Broward County,FL,Florida,City,26.21286,-80.24977,64681,27242,43235,7812.669,91.89
SO - 000157,2016-11-02,Wholesale,USD,AXW291,5,3557.7,17788.5,1814.427,NARS Group,Product 14,Akron,Summit County,OH,Ohio,City,41.08144,-81.51901,197542,83684,34512,15974.073,89.8
SO - 000894,2016-11-02,Distributor,USD,GUT930,10,750.4,7504.0,600.32,Skinder Group,Product 2,Aloha,Washington County,OR,Oregon,CDP,45.49428,-122.86705,52902,17144,65765,6903.68,92.0
SO - 0001984,2016-11-02,Export,USD,AXW291,12,2405.3,28863.6,1803.975,Brainspher Ltd,Product 20,Flagstaff,Coconino County,AZ,Arizona,City,35.19807,-111.65127,70320,23292,48680,27059.625,93.75
SO - 0005363,2016-11-02,Distributor,USD,AXW291,9,2412.0,21708.0,1784.88,Kaymbo Company,Product 26,Frisco,Collin County/Denton County,TX,Texas,City,33.15543,-96.8226,154407,45452,114098,19923.12,91.78
SO - 0005939,2016-11-02,Distributor,USD,GUT930,11,241.2,2653.2,115.776,Mydeo Ltd,Product 25,Fort Wayne,Allen County,IN,Indiana,City,41.1306,-85.12886,260326,102273,43774,2537.424,95.64
SO - 0006701,2016-11-02,Export,USD,GUT930,10,1273.0,12730.0,840.18,Skippad Ltd,Product 17,Concord,Contra Costa County,CA,California,City,37.97798,-122.03107,128667,45409,68318,11889.82,93.4
SO - 0010637,2016-11-02,Wholesale,USD,NXH382,8,837.5,6700.0,711.875,Blogspan Ltd,Product 25,Thornton,Adams County/Weld County,CO,Colorado,City,39.91942,-104.94281,133451,42679,66948,5988.125,89.38
SO - 0001585,2016-11-02,Wholesale,USD,GUT930,8,1989.9,15919.2,1432.728,Neutrogena Ltd,Product 19,Meriden,New Haven County,CT,Connecticut,City,41.53815,-72.80704,59988,24663,54588,14486.472,91.0
SO - 0001047,2016-11-02,Wholesale,USD,AXW291,9,2546.0,22914.0,1502.14,H Ltd,Product 4,Springfield,Sangamon County,IL,Illinois,City,39.80172,-89.64371,116565,50575,49868,21411.86,93.44
SO - 0001175,2016-11-02,Wholesale,USD,AXW291,11,261.3,2874.3,146.328,Wordtune Company,Product 19,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,60633,19595,95130,2727.972,94.91
SO - 0001331,2016-11-02,Wholesale,USD,AXW291,8,2385.2,19081.6,1836.604,Yombu Corp,Product 25,Provo,Utah County,UT,Utah,City,40.23384,-111.65853,115264,32506,41291,17244.996,90.38
SO - 0002567,2016-11-02,Distributor,USD,NXH382,5,5453.8,27269.0,3163.204,Blogtags Ltd,Product 1,Calumet,Lake County,IN,Indiana,Township,41.58533,-87.35516,100453,39770,31332,24105.796,88.4
SO - 0003004,2016-11-02,Wholesale,USD,GUT930,11,1742.0,19162.0,801.32,Actavis Company,Product 23,Rockford (Township),Winnebago County,IL,Illinois,Township,42.24868,-89.07452,173110,69780,40391,18360.68,95.82
SO - 0004630,2016-11-02,Distributor,USD,GUT930,7,5386.8,37707.6,3878.496,Vimbo Company,Product 27,Cathedral City,Riverside County,CA,California,City,33.77974,-116.46529,53826,17369,39872,33829.104,89.71
SO - 0007630,2016-11-02,Distributor,USD,GUT930,11,227.8,2505.8,100.232,Zoonder Group,Product 1,Orlando,Orange County,FL,Florida,City,28.53834,-81.37924,270934,105359,42318,2405.568,96.0
SO - 0009195,2016-11-02,Wholesale,USD,AXW291,7,3845.8,26920.6,2768.976,Cadila Ltd,Product 21,Bristol (Town),Hartford County,CT,Connecticut,Town,41.68158,-72.94075,60452,24921,61478,24151.624,89.71
SO - 0009683,2016-11-02,Wholesale,USD,NXH382,5,5762.0,28810.0,3514.82,GOOD Ltd,Product 26,Beavercreek (Township),Greene County,OH,Ohio,Township,39.72765,-84.03425,53427,21060,85670,25295.18,87.8
SO - 0010214,2016-11-02,Wholesale,USD,FLR025,9,710.2,6391.8,482.936,Arbor Company,Product 15,Waterford,Oakland County,MI,Michigan,Charter Township,42.66198,-83.38792,73040,30127,55552,5908.864,92.44
SO - 0010003,2016-11-02,Distributor,USD,AXW291,6,5299.7,31798.2,2172.877,BTA Corp,Product 20,Lewisville,Denton County/Dallas County,TX,Texas,City,33.04655,-96.98183,104039,38430,57267,29625.323,93.17
SO - 0005511,2016-11-02,Wholesale,USD,GUT930,12,2331.6,27979.2,1445.592,CARDINAL Group,Product 18,El Paso,El Paso County,TX,Texas,City,31.75872,-106.48693,681124,220682,42772,26533.608,94.83
SO - 0009115,2016-11-02,Distributor,USD,AXW291,10,2311.5,23115.0,1086.405,Mita Corp,Product 5,Cherry Hill,Camden County,NJ,New Jersey,Township,39.90461,-74.997,71340,26067,92185,22028.595,95.3
SO - 0001569,2016-11-02,Wholesale,USD,GUT930,12,261.3,3135.6,109.746,Realpoint Corp,Product 27,South Whittier,Los Angeles County,CA,California,CDP,33.96085,-118.04173,58328,15153,62592,3025.854,96.5
SO - 0003199,2016-11-02,Wholesale,USD,GUT930,7,3865.9,27061.3,1700.996,Meejo Corp,Product 25,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,109830,32685,74610,25360.304,93.71
SO - 0005952,2016-11-02,Wholesale,USD,GUT930,10,1889.4,18894.0,1322.58,Aromaticos Company,Product 14,Victoria,Victoria County,TX,Texas,City,28.80527,-97.0036,67574,23843,48658,17571.42,93.0
SO - 0008488,2016-11-02,Wholesale,USD,GUT930,6,891.1,5346.6,588.126,Jabbercube Corp,Product 24,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,87970,34619,67246,4758.474,89.0
SO - 0004623,2016-11-02,Distributor,USD,GUT930,5,924.6,4623.0,564.006,Golden Corp,Product 2,Great Falls,Cascade County,MT,Montana,City,47.50024,-111.30081,59638,25194,42896,4058.994,87.8
SO - 0004731,2016-11-02,Distributor,USD,AXW291,6,2532.6,15195.6,1696.842,Mita Corp,Product 25,Lewisville,Denton County/Dallas County,TX,Texas,City,33.04655,-96.98183,104039,38430,57267,13498.758,88.83
SO - 0007913,2016-11-02,Wholesale,USD,FLR025,5,3798.9,18994.5,1937.439,NCS Group,Product 26,Palos,Cook County,IL,Illinois,Township,41.68774,-87.85,54841,20823,59920,17057.061,89.8
SO - 0007940,2016-11-02,Wholesale,USD,NXH382,9,3839.1,34551.9,2956.107,Amerisourc Corp,Product 19,Manteca,San Joaquin County,CA,California,City,37.79743,-121.21605,75448,22639,62364,31595.793,91.44
SO - 0003242,2016-11-02,Wholesale,USD,AXW291,7,2827.4,19791.8,1781.262,Buzzshare Company,Product 29,West Covina,Los Angeles County,CA,California,City,34.06862,-117.93895,108484,30816,69189,18010.538,91.0
